State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Mean,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Oklahoma,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,"Percentage whose Caregiver Rated Their Personal Doctor a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Children with Chronic Conditions (CCC) Population Ages 0 to 17",2024,Medicaid,CAHPS 5.1H,75.2,33,74.9,75.2,73.0,77.9,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS population.,Yes
Oklahoma,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,"Percentage whose Caregiver Rated Their Specialist a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Children with Chronic Conditions (CCC) Population Ages 0 to 17",2024,Medicaid,CAHPS 5.1H,71.3,27,70.9,70.3,67.8,74.6,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS population.,Yes
Oklahoma,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,"Percentage whose Caregiver Rated Their Health Care a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Children with Chronic Conditions (CCC) Population Ages 0 to 17",2024,Medicaid,CAHPS 5.1H,66.8,33,65.5,66.5,62.5,68.7,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS population.,Yes
Oklahoma,Experience of Care,Child Core Set,CAHPS Health Plan Survey 5.1H - Child Version Including Medicaid and Children with Chronic Conditions Supplemental Items: Ages 0 to 17,CPC-CH,Higher rates are better for this measure,"Percentage whose Caregiver Rated Their Health Plan a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Children with Chronic Conditions (CCC) Population Ages 0 to 17",2024,Medicaid,CAHPS 5.1H,61.4,33,65.9,66.0,62.0,69.6,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Medicaid rates were calculated using data from the AHRQ CAHPS Database. Rates include FFS population.,Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,28.1,51,22.5,23.1,17.0,27.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,3.8,51,3.4,3.3,2.4,4.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,4.5,42,6.9,5.8,3.8,8.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 90 Days of Delivery: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,47.4,49,47.9,47.4,43.1,51.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,1.9,37,4.6,3.1,2.3,5.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Contraceptive Care - Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 90 Days of Delivery: Ages 15 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,16.1,49,20.4,19.3,16.6,23.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births Weighing Less Than 2,500 Grams",2024,Medicaid,Administrative,9.9,52,10.3,10.2,11.2,9.1,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of October 30, 2024.",CMS calculated rate using CDC WONDER data.,Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Low-Risk Cesarean Delivery,LRCD-CH,Lower rates are better for this measure,"Percentage of Nulliparous, Term, Singleton, in a Cephalic Presentation Births Delivered by Cesarean",2024,Medicaid,Administrative,24.5,52,24.3,24.1,26.4,21.8,,"Mathematica analysis of the Centers for Disease Control and Prevention Wide-ranging Online Data for Epidemiologic Research (CDC WONDER) data as of October 30, 2024.",CMS calculated rate using CDC WONDER data.,Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Under Age 21,PPC2-CH,Higher rates are better for this measure,"Percentage of Women Under Age 21 Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the Enrollment Start Date, or within 42 Days of Enrollment in Medicaid or CHIP",2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,39.9,49,61.2,64.0,51.5,70.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Under Age 21,PPC2-CH,Higher rates are better for this measure,Percentage of Women Under Age 21 Delivering a Live Birth who had a Postpartum Care Visit on or Between 7 and 84 Days after Delivery,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,11.9,48,57.5,61.0,47.5,66.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 11,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,46.3,52,55.0,56.4,52.0,61.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,39.0,52,49.3,49.9,43.4,55.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 18 to 21,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,18.0,52,26.3,25.6,21.0,30.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Well-Care Visits: Ages 3 to 21,WCV-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 3 to 21,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,40.8,52,48.8,49.2,43.9,54.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,66.7,51,77.9,81.9,75.1,84.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage who had at Least Two Flu Vaccinations by their Second Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,24.7,51,34.9,32.0,27.3,40.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 3) by their Second Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,26.8,51,53.8,58.1,48.1,65.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 10) by their Second Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,14.6,51,25.0,23.6,17.8,29.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,28.1,52,47.6,47.1,40.6,57.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rate includes FFS and PCCM populations. State reported that the rate excludes the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,29.1,49,39.4,37.4,27.0,52.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rate includes FFS and PCCM populations. State reported that the rate excludes the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage who Completed the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,19.2,51,33.5,33.3,29.6,38.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Up to Date on Recommended Immunizations (Combination 1) by Their 13th Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,49.3,51,71.4,75.3,63.6,82.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" Administrative data sources are claims/encounters and state immunization registry/immunization information systems. State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Lead Screening in Children: Age 2,LSC-CH,Higher rates are better for this measure,Percentage who had One or More Capillary or Venous Lead Blood Test for Lead Poisoning by their Second Birthday,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,47.0,52,53.7,58.1,34.8,68.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rate includes FFS and PCCM populations. State reported that the rate excludes the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Body Mass Index Percentile Documented in the Medical Record: Ages 3 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,13.3,51,54.4,65.0,25.3,80.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State noted: ""Decrease in numerator compliance is due to the removal of couple of diagnosis codes from the value set utilized in identifying the numerator population."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Counseling for Nutrition Documented in the Medical Record: Ages 3 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,2.8,51,43.3,39.4,14.1,72.7,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State noted: ""Decrease in numerator compliance is due to the removal of couple of diagnosis codes from the value set utilized in identifying the numerator population."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage with an Outpatient Visit and Counseling for Physical Activity Documented in the Medical Record: Ages 3 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,1.8,51,40.2,38.0,10.8,69.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State noted: ""Decrease in numerator compliance is due to the removal of couple of diagnosis codes from the value set utilized in identifying the numerator population."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 30 Months of Life,W30-CH,Higher rates are better for this measure,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,64.2,52,54.6,59.0,50.7,62.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 30 Months of Life,W30-CH,Higher rates are better for this measure,Percentage of Children who had 2 or More Well-Child Visits with a Primary Care Practitioner during the 15th to 30th Months of Life,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,59.9,52,63.5,65.3,60.2,70.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.","Rates include FFS and PCCM populations. State reported that rates exclude the following population: ""Excluded members enrolled in a Home or Community Based Waiver."" State reported the following variation: ""Change from Technical Specifications for continuous enrollment to any number of allowable gaps up to 45 days instead of just one gap of up to 45 days.""",Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,57.8,52,53.2,50.8,43.4,61.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,56.4,52,53.2,50.8,43.4,61.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 6 to 17,2024,Separate CHIP (Title XXI),Administrative,63.2,52,53.2,50.8,43.4,61.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,73.6,52,69.8,69.3,63.9,75.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 6 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP",Administrative,72.4,52,69.8,69.3,63.9,75.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Ages 6 to 17,FUM-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 6 to 17,2024,Separate CHIP (Title XXI),Administrative,78.1,52,69.8,69.3,63.9,75.4,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include FFS and managed care populations (16 MCOs).,No
Oregon,Behavioral Health Care,Child Core Set,Follow-Up After Emergency Department Visit for Substance Use: Ages 13 to 17,FUA-CH,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Substance Use Disorder (SUD) or Drug Overdose with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 13 to 17,2024,"Medicaid (Title XIX), Title XXI-funded Medicaid Expansion CHIP, Separate CHIP (Title XXI)",Administrative,22.4,47,23.8,21.5,18.1,29.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
